peak	gene	distance	peak_type
chr13_36149061_36149599	Fars2;Gm48765	19162;0	distal;distal
chr13_36150243_36150535	Fars2;Gm48765	20344;0	distal;distal
chr13_36153008_36153565	Fars2;Gm48765	23109;0	distal;distal
chr13_36163437_36163824	Fars2;Gm48765	0;25899	distal;distal
chr13_36193430_36194088	Fars2;Gm48765	0;-3708	distal;distal
chr13_36221900_36222291	Fars2;Gm48765	0;-32178	distal;distal
chr13_36263497_36263579	Fars2;Gm48765	0;-73775	distal;distal
chr13_36264528_36265995	Fars2;Gm48765	0;-74806	distal;distal
chr13_36281954_36284734	Fars2;Gm48765	0;-92232	distal;distal
chr13_36293078_36296993	Fars2;Gm48765	0;-103356	distal;distal
chr13_36297854_36298860	Fars2;Gm48765	0;-108132	distal;distal
chr13_36316807_36318307	Fars2;Gm48765	0;-127085	distal;distal
chr13_36364399_36364893	Fars2;Gm48765	0;-174677	distal;distal
chr13_36368134_36369166	Fars2;Gm48765	0;-178412	distal;distal
chr13_36429835_36430244	Fars2;Gm48767	0;145690	distal;distal
chr13_36445058_36445119	Fars2;Gm48767	0;130815	distal;distal
chr13_36454040_36454297	Fars2;Gm48767	0;121637	distal;distal
chr13_36469023_36470231	Fars2;Gm48767	0;105703	distal;distal
chr13_36489386_36489625	Fars2;Gm48767	0;86309	distal;distal
chr13_36490199_36491024	Fars2;Gm48767	0;84910	distal;distal
chr13_36491687_36494910	Fars2;Gm48767	0;81024	distal;distal
chr13_36506287_36506703	Fars2;Gm48767	0;69231	distal;distal
chr13_36517725_36518962	Fars2;Gm48767	0;56972	distal;distal
chr13_36528547_36528988	Fars2;Gm48767	0;46946	distal;distal
chr13_36533258_36534399	Fars2;Gm48767	0;41535	distal;distal
chr13_36550658_36551126	Gm48767	24808	distal
chr13_36552536_36552932	Gm48767	23002	distal
chr13_36555060_36555611	Gm48767	20323	distal
chr13_36562348_36563525	Gm48767	12409	distal
chr13_36564805_36565455	Gm48767	10479	distal
chr13_36576773_36577028	Gm48767	-840	promoter
chr13_36577834_36580144	Gm48767	-1901	distal
chr13_36582147_36584624	Gm48767	-6214	distal
chr13_36612218_36613959	Gm46409	0	promoter
chr13_36704485_36705006	Gm30177	-22252	distal
chr13_36716617_36717820	Gm30177	-9438	distal
chr13_36722248_36737212	Nrn1;Gm30177	0;0	promoter;promoter
chr13_36751399_36752264	Nrn1	-16923	distal
chr13_36766793_36767322	Nrn1	-32317	distal
chr13_36789449_36789691	Gm49144	-46675	distal
chr13_36802035_36802399	Gm49144	-33967	distal
chr13_36888208_36888903	F13a1;Gm47675	0;-23584	distal;distal
chr13_36903533_36904346	F13a1;Gm47675	0;-38909	distal;distal
chr13_36919591_36920146	F13a1;Gm30489	0;-43093	distal;distal
chr13_37001372_37001721	F13a1;Gm30489	0;38134	distal;distal
chr13_37006936_37007380	F13a1	41908	distal
chr13_37021901_37021909	F13a1	27379	distal
chr13_37045032_37045404	F13a1	3884	distal
chr13_37081340_37082268	F13a1	-31097	distal
chr13_37103657_37105163	Gm47707	-50855	distal
chr13_37114287_37114789	Gm47707	-41229	distal
chr13_37151475_37152625	Gm47707	-3393	distal
chr13_37158843_37159440	Gm47707	2826	distal
chr13_37214630_37215422	Gm30600	29485	distal
chr13_37239916_37240640	Gm30600	4267	distal
chr13_37249447_37251506	Gm47709	788	distal
chr13_37290505_37291052	Gm47711	-35414	distal
chr13_37297773_37298348	Gm47711	-28118	distal
chr13_37309145_37309951	Gm47711	-16515	distal
chr13_37310859_37313416	Gm47711	-13050	distal
chr13_37325386_37325859	Gm47711	-607	promoter
chr13_37361236_37362095	Ly86	16029	distal
chr13_37363455_37363993	Ly86	18248	distal
chr13_37388134_37389758	Ly86;Gm4035	0;34521	distal;distal
chr13_37421427_37422068	Gm4035	2211	distal
chr13_37433768_37435116	Gm4035	33	promoter
chr13_37438734_37439288	Gm47730	1166	distal
chr13_37441586_37441603	Gm47730	-1133	distal
chr13_37451874_37453710	Gm29458	0	promoter
chr13_37456866_37458054	Gm29458	-3659	distal
chr13_37460192_37460503	Gm29458	-6985	distal
chr13_37467661_37469078	Gm47731	-2960	distal
chr13_37470173_37470771	Gm47731	-1267	distal
chr13_37477349_37478874	Gm47732;Gm47731	-3511;0	distal;distal
chr13_37482291_37483763	Gm47732	0	promoter
chr13_37505557_37506547	Gm47734	1205	distal
chr13_37508641_37509915	Gm29590	0	promoter
chr13_37513290_37516030	Gm29590	4351	distal
chr13_37517034_37517837	Gm29590	8095	distal
chr13_37525017_37525680	Lncbate6	-15677	distal
chr13_37532755_37533228	Lncbate6	-8129	distal
chr13_37541433_37542148	Lncbate6	77	promoter
chr13_37550673_37550714	Lncbate6	3804	distal
chr13_37560312_37560805	Gm47751	4167	distal
chr13_37568808_37569209	Gm47751	-3837	distal
chr13_37579229_37580456	Gm47754	-621	promoter
chr13_37602315_37604277	Gm47754	21239	distal
chr13_37657027_37657656	Gm40916;AI463229	-8792;0	distal;distal
chr13_37658297_37658324	AI463229	8218	distal
chr13_37680771_37681372	Gm49350	5053	distal
chr13_37728410_37729385	Gm40918	-10763	distal
chr13_37747530_37747732	Gm31600	-14065	distal
chr13_37749486_37749887	Gm31600	-11910	distal
chr13_37751695_37751776	Gm31600	-10021	distal
chr13_37760931_37761960	Gm31600	0	promoter
chr13_37777329_37779739	Gm31600	15533	distal
chr13_37824822_37829200	Rreb1	0	promoter
chr13_37847846_37847926	Rreb1	20454	distal
chr13_37848901_37848931	Rreb1	21509	distal
chr13_37853721_37855085	Rreb1	26329	distal
chr13_37856736_37858828	Rreb1	29344	distal
chr13_37862409_37862965	Rreb1	-25906	distal
chr13_37866539_37867483	Rreb1	-21388	distal
chr13_37923530_37924933	Rreb1	34660	distal
chr13_37946716_37947176	Ssr1;Rreb1	46907;0	distal;distal
chr13_37963155_37965292	Ssr1	28791	distal
chr13_37966590_37967458	Ssr1	26625	distal
chr13_37968924_37971243	Ssr1	22840	distal
chr13_37975072_37975124	Ssr1	18959	distal
chr13_37992782_37994917	Ssr1	0	promoter
chr13_38021802_38022170	Cage1	14753	distal
chr13_38036276_38038090	Riok1;Cage1	0;0	promoter;promoter
chr13_38064788_38065286	Cage1	-27720	distal
chr13_38103174_38103924	Dsp	-47370	distal
chr13_38105606_38106552	Dsp	-44742	distal
chr13_38145250_38145491	Dsp	-5803	distal
chr13_38150839_38153313	Dsp	0	promoter
chr13_38159311_38159360	Dsp	7984	distal
chr13_38162565_38163297	Dsp	11238	distal
chr13_38164046_38165422	Dsp	12719	distal
chr13_38169047_38169405	Dsp	17720	distal
chr13_38204240_38206584	Snrnp48	0	promoter
chr13_38230247_38231187	Snrnp48	25297	distal
chr13_38242239_38242754	Snrnp48	37289	distal
chr13_38290438_38290837	Gm47990	-29689	distal
chr13_38324107_38325700	Gm47990	3582	distal
chr13_38331028_38331385	Gm47990	10503	distal
chr13_38333181_38334167	Bmp6;Gm47990	-10940;0	distal;distal
chr13_38342534_38343791	Bmp6	-1316	distal
chr13_38344447_38347983	Bmp6	0	promoter
chr13_38353004_38355195	Bmp6	7898	distal
chr13_38386231_38386405	Bmp6	41125	distal
chr13_38393379_38393833	Bmp6	48273	distal
chr13_38407626_38408620	Bmp6;4930579J19Rik	0;53173	distal;distal
chr13_38409743_38411506	Bmp6;4930579J19Rik	0;50287	distal;distal
chr13_38436304_38436626	Bmp6;4930579J19Rik	0;25167	distal;distal
chr13_38472614_38472814	Bmp6;4930579J19Rik	0;-10810	distal;distal
chr13_38509426_38510308	Txndc5;Gm31834	0;-17095	distal;distal
chr13_38526837_38529356	Txndc5;Gm31834	0;0	promoter;promoter
chr13_38543298_38543726	Gm48056	-6619	distal
chr13_38574912_38575052	Gm40922	20048	distal
chr13_38580693_38580962	Gm40922	25829	distal
chr13_38582604_38583097	Gm40922	27740	distal
chr13_38596988_38597517	Bloc1s5;Gm47400	0;-37454	distal;distal
chr13_38605369_38605453	Bloc1s5;Gm47400	0;-29518	distal;distal
chr13_38625516_38626396	Bloc1s5;Gm47400	0;-8575	distal;distal
chr13_38627277_38627558	Bloc1s5;Gm47400	0;-7413	distal;distal
chr13_38633907_38635821	Bloc1s5;Gm47400	0;0	promoter;promoter
chr13_38643642_38645125	Eef1e1;Bloc1s5	0;-8534	distal;distal
chr13_38657870_38659640	Eef1e1	0	promoter
chr13_38672331_38672727	Eef1e1	-13274	distal
chr13_38689984_38690447	Eef1e1	-30927	distal
chr13_38733930_38734693	Gm47510	10289	distal
chr13_38736343_38736717	Gm47510	12702	distal
chr13_38766114_38766832	Gm47511	-8992	distal
chr13_38786295_38786478	Gm47509	7182	distal
chr13_38787512_38787865	Gm47509	5795	distal
chr13_38878956_38879533	Gm46392	17227	distal
chr13_38918223_38918748	Slc35b3	41781	distal
chr13_38959889_38961165	Slc35b3;5033403F01Rik	0;0	promoter;promoter
chr13_38980937_38981102	Slc35b3	-20063	distal
chr13_38992442_38993128	Slc35b3	-31568	distal
chr13_39005440_39005678	Slc35b3	-44566	distal
chr13_39006743_39006848	Slc35b3	-45869	distal
chr13_39011380_39012393	Slc35b3	-50506	distal
chr13_39084532_39085053	Slc35b3	-123658	distal
chr13_39091514_39092543	Slc35b3	-130640	distal
chr13_39097946_39098278	Slc35b3	-137072	distal
chr13_39183577_39184329			intergenic
chr13_39297411_39297530	Gm47348	-143035	distal
chr13_39350486_39351201	Gm47348	-89364	distal
chr13_39362493_39363259	Gm47348	-77306	distal
chr13_39440672_39441558	Gm47348	108	distal
chr13_39490986_39491458	Gm47349	23640	distal
chr13_39523236_39524679	Gm47351	8424	distal
chr13_39570269_39572348	Gm47351	-37167	distal
chr13_39647291_39647795	Gm32243	-45	promoter
chr13_39649391_39649964	Gm32243	-2145	distal
chr13_39696856_39697015	Gm47352	32024	distal
chr13_39774031_39774735	Gm40923	16588	distal
chr13_39822018_39822220	A230103O09Rik	-2163	distal
chr13_39823221_39824782	A230103O09Rik	0	promoter
chr13_39833519_39833770	A230103O09Rik	9137	distal
chr13_39834524_39835759	A230103O09Rik	10142	distal
chr13_39847530_39847986	A230103O09Rik	23148	distal
chr13_39877309_39878423	Gm47316	5958	distal
chr13_39894136_39894543	Gm47316	-9756	distal
chr13_39903326_39903752	Gm47316	-18946	distal
chr13_39923014_39923775	Gm47316	-38634	distal
chr13_39979454_39979597	Gm47316	-95074	distal
chr13_40036866_40037553	Ofcc1;Gm47316	0;-152486	distal;distal
chr13_40074683_40075881	Ofcc1;Gm47316	0;-190303	distal;distal
chr13_40112420_40112817	Ofcc1	175194	distal
chr13_40135613_40136211	Ofcc1	151800	distal
chr13_40208227_40208707	Ofcc1	79304	distal
chr13_40287319_40287819	Ofcc1	192	distal
chr13_40323207_40323743	Ofcc1	-35197	distal
chr13_40381982_40382369	Ofcc1	-20533	distal
chr13_40462476_40462655	Ofcc1	-101027	distal
chr13_40480655_40481359	Ofcc1	-119206	distal
chr13_40501103_40501679	Gm47039	104800	distal
chr13_40605790_40607577	Gm47039	0	promoter
chr13_40646635_40647114	Gm47039	-40157	distal
chr13_40651013_40651617	Gm47039	-44535	distal
chr13_40697871_40698291	Gm9979	-5714	distal
chr13_40701862_40701906	Gm9979	-2099	distal
chr13_40702448_40706486	Gm9979	0	promoter
chr13_40708496_40712832	Gm9979	4492	distal
chr13_40717009_40717202	Tfap2a;Gm47061	0;-5908	distal;distal
chr13_40719642_40720079	Tfap2a;Gm47061	0;-3031	distal;distal
chr13_40722294_40724274	Tfap2a;Gm47061	0;0	distal;promoter
chr13_40725494_40726284	Tfap2a;Gm26688	0;-1524	distal;distal
chr13_40727718_40734957	Tfap2a;Gm26688	0;0	promoter;promoter
chr13_40735809_40738997	Tfap2a;Gm47067	0;0	promoter;promoter
chr13_40739967_40740380	Tfap2a	-1592	distal
chr13_40740910_40741197	Tfap2a	-2535	distal
chr13_40742066_40742500	Tfap2a	-3691	distal
chr13_40744614_40745094	Tfap2a	-6239	distal
chr13_40748829_40749699	Gm48107	5297	distal
chr13_40757785_40758435	Gm48107	-2790	distal
chr13_40770057_40770375	Gm48107	-15062	distal
chr13_40784319_40784835	Gm48107	-29324	distal
chr13_40843264_40844039	Gcnt2	-15715	distal
chr13_40847888_40848343	Gcnt2	-11411	distal
chr13_40854395_40855035	Gcnt2	-4719	distal
chr13_40859317_40860166	Gcnt2	0	promoter
chr13_40886434_40887861	Gcnt2	0	promoter
chr13_40888813_40889335	Gcnt2	1621	distal
chr13_40890384_40891116	Gcnt2	3192	distal
chr13_40913812_40915325	Gcnt2;Gm31683	-2276;0	distal;distal
chr13_40916096_40918588	Gcnt2;Gm31683	0;0	promoter;promoter
chr13_40931849_40932264	Gcnt2;Gm31683	0;-13955	distal;distal
chr13_40938561_40939669	Gcnt2	-7063	distal
chr13_40944520_40944908	Gcnt2	-1824	distal
chr13_40947954_40948103	Gcnt2	1223	distal
chr13_40977739_40977945	Pak1ip1;A730081D07Rik	-23078;0	distal;distal
chr13_40994120_40995406	Pak1ip1;A730081D07Rik	-5617;0	distal;distal
chr13_40999934_41001980	Pak1ip1;A730081D07Rik	0;0	promoter;promoter
chr13_41015350_41017567	Tmem14c	0	promoter
chr13_41071495_41072151	Mak	-1027	distal
chr13_41074112_41074827	Mak	-3644	distal
chr13_41077943_41080078	Mak	0	promoter
chr13_41084880_41085582	Mak	-5175	distal
chr13_41094511_41094514	Mak	-14806	distal
chr13_41103836_41104299	Gcm2	5884	distal
chr13_41114615_41114617	Sycp2l	309	distal
chr13_41123408_41124280	Sycp2l	9102	distal
chr13_41134860_41135336	Sycp2l	20554	distal
chr13_41146289_41146680	Sycp2l;Gm48510	0;-30208	distal;distal
chr13_41183066_41183294	Elovl2;Gm48510	0;6179	distal;distal
chr13_41204296_41204312	Elovl2	15850	distal
chr13_41218922_41221143	Elovl2	0	promoter
chr13_41230936_41232436	Gm32063	-3909	distal
chr13_41238545_41239377	Gm32063	2201	distal
chr13_41241173_41241787	Gm32063	4829	distal
chr13_41246912_41247353	Smim13	-2491	distal
chr13_41248749_41251211	Smim13	0	promoter
chr13_41267936_41268130	Gm17364;Smim13	5847;0	distal;distal
chr13_41279917_41280063	Gm17364	-5941	distal
chr13_41283151_41283695	Gm17364	-9175	distal
chr13_41298801_41298970	Gm17364	-24825	distal
chr13_41302600_41303131	Gm17364	-28624	distal
chr13_41320767_41321909	Nedd9	37338	distal
chr13_41327500_41328618	Nedd9	30629	distal
chr13_41333495_41334732	Nedd9	24515	distal
chr13_41336020_41336635	Nedd9	22612	distal
chr13_41338833_41340527	Nedd9	18720	distal
chr13_41341438_41341839	Nedd9	17408	distal
chr13_41343142_41343410	Nedd9	15837	distal
chr13_41345211_41346206	Nedd9	13041	distal
chr13_41352037_41356235	Nedd9	3012	distal
chr13_41356831_41360661	Nedd9;Gm26877	0;0	promoter;promoter
chr13_41362006_41362477	Nedd9;Gm26877	0;2036	distal;distal
chr13_41367096_41367265	Nedd9;Gm26877	0;7126	distal;distal
chr13_41373216_41374577	Nedd9;Gm48571	0;-5379	distal;distal
chr13_41386762_41386830	Nedd9;Gm48571	0;6807	distal;distal
chr13_41416036_41416771	Nedd9;Gm48570	0;13746	distal;distal
chr13_41422252_41422638	Nedd9;Gm48570	0;19962	distal;distal
chr13_41442195_41442671	Nedd9;Gm48570	0;39905	distal;distal
chr13_41461158_41461467	Nedd9;Gm32401	0;-25663	distal;distal
chr13_41472895_41473198	Nedd9;Gm32401	0;-13932	distal;distal
chr13_41489665_41490358	Nedd9;Gm32401	-2373;0	distal;distal
chr13_41498394_41498556	Nedd9;Gm32401	-11102;0	distal;distal
chr13_41502374_41502845	Nedd9;Gm32401	-15082;0	distal;distal
chr13_41571293_41572801	Gm32184	-11381	distal
chr13_41573506_41573711	Gm32184	-13594	distal
chr13_41582531_41582924	Gm32184	-22619	distal
chr13_41587049_41587434	Tmem170b	-18473	distal
chr13_41604702_41608883	Tmem170b	0	promoter
chr13_41614965_41615308	Tmem170b	8750	distal
chr13_41625334_41625975	Tmem170b	19119	distal
chr13_41634259_41634974	Gm5082;Tmem170b	-14469;0	distal;distal
chr13_41642788_41643982	Gm5082	-5461	distal
chr13_41659695_41660692	Gm5082	10253	distal
chr13_41662408_41663214	Gm5082	12966	distal
chr13_41682272_41682929	Gm5082	32830	distal
chr13_41701069_41702478	Gm5082	51627	distal
chr13_41709345_41710373	Gm5082	59903	distal
chr13_41719345_41719532	Gm5082	69903	distal
chr13_41737453_41738280	1700061E18Rik	-62503	distal
chr13_41746904_41748173	1700061E18Rik	-52610	distal
chr13_41748922_41749168	1700061E18Rik	-51615	distal
chr13_41758483_41760149	1700061E18Rik	-40634	distal
chr13_41778225_41778306	Adtrp;1700061E18Rik	0;-22477	distal;distal
chr13_41779684_41781315	Adtrp;1700061E18Rik	0;-19468	distal;distal
chr13_41784533_41785169	Adtrp;1700061E18Rik	0;-15614	distal;distal
chr13_41800842_41802498	Adtrp;1700061E18Rik	0;60	distal;promoter
chr13_41806754_41808306	Adtrp;1700061E18Rik	0;5972	distal;distal
chr13_41810621_41811472	Adtrp;1700061E18Rik	0;9839	distal;distal
chr13_41819768_41820413	Adtrp;1700061E18Rik	0;18986	distal;distal
chr13_41850818_41851426	Adtrp	-3135	distal
chr13_41871423_41871611	Gm10790	5509	distal
chr13_41872167_41872773	Gm10790	6253	distal
chr13_41903305_41903359	Gm10790	37391	distal
chr13_41908143_41908955	Gm10790	42229	distal
chr13_41945602_41946087	Gm10790	79688	distal
chr13_41952448_41952815	Gm10790	86534	distal
chr13_41968753_41969191	Gm28707	-80143	distal
chr13_41997872_41998365	Gm28707	-50969	distal
chr13_42016239_42016573	Gm28707	-32761	distal
chr13_42023078_42023602	Gm28707	-25732	distal
chr13_42024688_42025758	Gm28707	-23576	distal
chr13_42048740_42054035	Hivep1;Gm28707	0;0	promoter;promoter
chr13_42076469_42077743	Hivep1	24449	distal
chr13_42080099_42080607	Hivep1	28079	distal
chr13_42089349_42090011	Hivep1	37329	distal
chr13_42092344_42092964	Hivep1	40324	distal
chr13_42100863_42104055	Hivep1	48843	distal
chr13_42109748_42109758	Hivep1	57728	distal
chr13_42110921_42111052	Hivep1	58901	distal
chr13_42112918_42113269	Hivep1	60898	distal
chr13_42122299_42122634	Hivep1	70279	distal
chr13_42140830_42141578	Hivep1	88810	distal
chr13_42147048_42147775	Hivep1	95028	distal
chr13_42149080_42150570	Hivep1	97060	distal
chr13_42158759_42159868	Hivep1	106739	distal
chr13_42173961_42175454	Hivep1	121941	distal
chr13_42193179_42193771	Edn1	-107705	distal
chr13_42197666_42198899	Edn1	-102577	distal
chr13_42209953_42210567	Edn1	-90909	distal
chr13_42225386_42225822	Edn1	-75654	distal
chr13_42244518_42245212	Edn1	-56264	distal
chr13_42270152_42270514	Edn1	-30962	distal
chr13_42298542_42298669	Edn1	-2807	distal
chr13_42300309_42303220	Edn1;Gm47118	0;0	promoter;distal
chr13_42309587_42310157	Gm47118	-4597	distal
chr13_42326012_42326439	Gm47118	-21022	distal
chr13_42374281_42374757	Gm47118	-69291	distal
chr13_42382065_42382450	Gm47118	-77075	distal
chr13_42403145_42404022	Gm47118	-98155	distal
chr13_42498308_42498822	Phactr1	-181801	distal
chr13_42506983_42508056	Phactr1	-172567	distal
chr13_42525588_42526039	Phactr1	-154584	distal
chr13_42546412_42546887	Phactr1	-133736	distal
chr13_42575472_42576205	Phactr1	-104418	distal
chr13_42593501_42593821	Phactr1	-86802	distal
chr13_42603448_42603459	Phactr1	-77164	distal
chr13_42617293_42617545	Phactr1	-63078	distal
chr13_42623484_42623885	Phactr1	-56738	distal
chr13_42649551_42650012	Phactr1	-30611	distal
chr13_42656349_42657667	Phactr1	-22956	distal
chr13_42658732_42659303	Phactr1	-21320	distal
chr13_42663615_42664084	Phactr1	-16539	distal
chr13_42664742_42665063	Phactr1	-15560	distal
chr13_42671419_42672656	Phactr1	-7967	distal
chr13_42680395_42682298	Phactr1	0	promoter
chr13_42690569_42691146	Phactr1	7872	distal
chr13_42708977_42710911	Phactr1	0	promoter
chr13_42711543_42711928	Phactr1	1963	distal
chr13_42719388_42719829	Phactr1	9808	distal
chr13_42725410_42726330	Phactr1	15830	distal
chr13_42734300_42734708	Phactr1	24720	distal
chr13_42737568_42738610	Phactr1	27988	distal
chr13_42744362_42745004	Phactr1	34782	distal
chr13_42750059_42750957	Phactr1;Gm15810	0;37301	distal;distal
chr13_42751905_42752700	Phactr1;Gm15810	0;35558	distal;distal
chr13_42757610_42759599	Phactr1;Gm15810	0;28659	distal;distal
chr13_42760935_42761334	Phactr1;Gm15810	0;26924	distal;distal
chr13_42772234_42772869	Phactr1;Gm15810	0;15389	distal;distal
chr13_42778130_42778136	Phactr1;Gm15810	0;10122	distal;distal
chr13_42782109_42782631	Phactr1;Gm15810	0;5627	distal;distal
chr13_42792209_42792948	Phactr1;Gm15810	0;-3952	distal;distal
chr13_42797612_42797748	Phactr1;Gm15810	0;-9355	distal;distal
chr13_42804314_42804692	Phactr1;Gm15810	0;-16057	distal;distal
chr13_42812494_42813768	Phactr1;Gm15810	0;-24237	distal;distal
chr13_42818340_42818757	Phactr1;Gm15810	0;-30083	distal;distal
chr13_42820355_42821030	Phactr1;Gm15810	0;-32098	distal;distal
chr13_42822154_42823022	Phactr1;Gm15810	0;-33897	distal;distal
chr13_42826591_42826959	Phactr1;Gm15810	0;-38334	distal;distal
chr13_42828947_42829505	Phactr1	-36742	distal
chr13_42835393_42836090	Phactr1	-30157	distal
chr13_42842681_42843138	Phactr1	-23109	distal
chr13_42853247_42854598	Phactr1	-11649	distal
chr13_42859078_42859672	Phactr1	-6575	distal
chr13_42866081_42867461	Phactr1	0	promoter
chr13_42877037_42877536	Phactr1	10791	distal
chr13_42890360_42890984	Phactr1	24114	distal
chr13_42894237_42895118	Phactr1	27991	distal
chr13_42902861_42903220	Phactr1	36615	distal
chr13_42905864_42906423	Phactr1	39618	distal
chr13_42913160_42913567	Phactr1	46914	distal
chr13_42915718_42919006	Phactr1	49472	distal
chr13_42927591_42928428	Phactr1	61345	distal
chr13_42929497_42930013	Phactr1	63251	distal
chr13_42934313_42935271	Phactr1;Gm15809	0;-63240	distal;distal
chr13_42940048_42940733	Phactr1;Gm15809	0;-57778	distal;distal
chr13_42945421_42945837	Phactr1;Gm15809	0;-52674	distal;distal
chr13_42950733_42951588	Phactr1;Gm15809	0;-46923	distal;distal
chr13_42952294_42952715	Phactr1;Gm15809	0;-45796	distal;distal
chr13_42956228_42956836	Phactr1;Gm15809	0;-41675	distal;distal
chr13_42957947_42958176	Phactr1;Gm15809	0;-40335	distal;distal
chr13_42973372_42974428	Phactr1;Gm15809	0;-24083	distal;distal
chr13_42976933_42977375	Phactr1;Gm15809	0;-21136	distal;distal
chr13_42979825_42980175	Phactr1;Gm15809	0;-18336	distal;distal
chr13_42980788_42980801	Phactr1;Gm15809	0;-17710	distal;distal
chr13_42987883_42988836	Phactr1;Gm15809	0;-9675	distal;distal
chr13_42992088_42992762	Phactr1;Gm15809	0;-5749	distal;distal
chr13_42996093_42996863	Phactr1;Gm15809	0;-1648	distal;distal
chr13_43007861_43008508	Phactr1;Gm15809	0;9351	distal;distal
chr13_43011447_43011944	Phactr1;Gm15809	0;12937	distal;distal
chr13_43013999_43014335	Phactr1;Gm15809	0;15489	distal;distal
chr13_43030218_43030690	Phactr1;Gm15809	0;31708	distal;distal
chr13_43038208_43038547	Phactr1;Gm15809	0;39698	distal;distal
chr13_43063308_43063744	Phactr1	-59113	distal
chr13_43071194_43071636	Phactr1	-51221	distal
chr13_43077441_43077918	Phactr1	-44939	distal
chr13_43094250_43094957	Phactr1	-27900	distal
chr13_43108273_43109879	Phactr1	-12978	distal
chr13_43111837_43112961	Phactr1	-9896	distal
chr13_43131802_43132179	Phactr1;Gm15813	0;-6086	distal;distal
chr13_43134538_43134755	Phactr1;Gm15813	0;-8822	distal;distal
chr13_43156724_43156772	Tbc1d7	14576	distal
chr13_43170772_43173882	Tbc1d7	0	promoter
chr13_43182321_43184074	Tbc1d7	-10821	distal
chr13_43188465_43189012	Tbc1d7	-16965	distal
chr13_43191693_43192000	Tbc1d7	-20193	distal
chr13_43197222_43197594	Tbc1d7;Gfod1	-25722;0	distal;distal
chr13_43199691_43200171	Tbc1d7;Gfod1	-28191;0	distal;distal
chr13_43200944_43201537	Tbc1d7;Gfod1	-29444;0	distal;distal
chr13_43212575_43212730	Tbc1d7;Gfod1	-41075;0	distal;distal
chr13_43227171_43227507	Tbc1d7;Gfod1	-55671;0	distal;distal
chr13_43230094_43231394	Tbc1d7;Gfod1	-58594;0	distal;distal
chr13_43232172_43232186	Tbc1d7;Gfod1	-60672;0	distal;distal
chr13_43234802_43236010	Tbc1d7;Gfod1	-63302;0	distal;distal
chr13_43236766_43236912	Tbc1d7;Gfod1	-65266;0	distal;distal
chr13_43239670_43242044	Gfod1	62128	distal
chr13_43251415_43251839	Gfod1	52333	distal
chr13_43262023_43262842	Gfod1	41330	distal
chr13_43268808_43270537	Gfod1	33635	distal
chr13_43272173_43272780	Gfod1	31392	distal
chr13_43284733_43285055	Gfod1	19117	distal
chr13_43301997_43305608	Gfod1	0	promoter
chr13_43312000_43312318	Gfod1	-7829	distal
chr13_43338914_43339081	Sirt5	-26415	distal
chr13_43353356_43353698	Sirt5	-11798	distal
chr13_43364824_43366687	Sirt5	0	promoter
chr13_43397673_43399231	Nol7	0	promoter
chr13_43452734_43453656	Ranbp9	25251	distal
chr13_43478429_43482554	Ranbp9	0	promoter
chr13_43483490_43483683	Ranbp9	-2209	distal
chr13_43493226_43493244	Gm47683	6923	distal
chr13_43493793_43494605	Gm47683	5562	distal
chr13_43495664_43495858	Gm47683	4309	distal
chr13_43496673_43497042	Gm47683	3125	distal
chr13_43497771_43499639	Gm47683	528	distal
chr13_43502731_43504458	Gm47683	-2565	distal
chr13_43514748_43515341	Gm47683	-14582	distal
chr13_43517090_43517864	Gm32939	-12356	distal
chr13_43523820_43526310	Gm32939	-3910	distal
chr13_43530199_43532249	Gm32939	0	promoter
chr13_43533496_43533850	Gm32939	3277	distal
chr13_43538922_43540862	Mcur1;Gm32939	0;8703	distal;distal
chr13_43546810_43547361	Mcur1	12800	distal
chr13_43559217_43561241	Mcur1	0	promoter
chr13_43565062_43566261	Mcur1	-4902	distal
chr13_43567151_43567926	Mcur1	-6991	distal
chr13_43577446_43578516	Mcur1	-17286	distal
chr13_43579659_43580180	Mcur1	-19499	distal
chr13_43582722_43585132	Mcur1	-22562	distal
chr13_43588507_43590092	Rnf182	-25618	distal
chr13_43591554_43593298	Rnf182	-22412	distal
chr13_43594863_43596426	Rnf182	-19284	distal
chr13_43602947_43603555	Rnf182	-12155	distal
chr13_43608792_43609392	Rnf182	-6318	distal
chr13_43615023_43617060	Rnf182	0	promoter
chr13_43637759_43638051	Rnf182	22050	distal
chr13_43647462_43648065	Rnf182	31753	distal
chr13_43648694_43649484	Rnf182	32985	distal
chr13_43653661_43653778	Rnf182;Gm47728	0;-29342	distal;distal
chr13_43665759_43667262	Rnf182;Gm47728	0;-15858	distal;distal
chr13_43674829_43675247	Gm47728	-7873	distal
chr13_43677043_43678512	Gm47728	-4608	distal
chr13_43684290_43685310	Gm47728	1171	distal
chr13_43691417_43692209	Gm47728	8298	distal
chr13_43703648_43703671	Gm20751	-13120	distal
chr13_43706042_43707235	Gm20751	-9556	distal
chr13_43711592_43712261	Gm20751	-4530	distal
chr13_43720269_43721025	Gm20751	3479	distal
chr13_43725650_43726167	Gm20751	8860	distal
chr13_43726992_43727489	Gm20751	10202	distal
chr13_43734416_43735249	Gm20751	17626	distal
chr13_43739381_43740461	Gm20751	22591	distal
chr13_43763409_43764845	Cd83	-19930	distal
chr13_43766528_43767802	Cd83	-16973	distal
