chrom	start	end	gene	distance	peak_type
chr11	46202715	46203622	Cyfip2	0	promoter
chr11	46212279	46213095	Cyfip2	-8594	distal
chr11	46318792	46319680	Med7	-8099	distal
chr11	46321735	46322616	Med7	-5163	distal
chr11	46327443	46328276	Med7	0	promoter
chr11	46439310	46440270	Gm12171	4275	distal
chr11	46469388	46470293	BC053393	7026	distal
chr11	46473388	46474286	BC053393	11026	distal
chr11	46522206	46523077	Dppa1	-2119	distal
chr11	46556693	46557560	Gm4926	-20861	distal
chr11	46566304	46567181	Timd2	14003	distal
chr11	46580744	46581644	Timd2	0	promoter
chr11	46589314	46590231	Timd2	0	promoter
chr11	46597484	46598612	Timd2	0	promoter
chr11	46622235	46623081	Havcr1	-7807	distal
chr11	46623937	46624738	Havcr1	-6150	distal
chr11	46625253	46626112	Havcr1	-4776	distal
chr11	46626984	46627875	Havcr1	-3013	distal
chr11	46640890	46641739	Havcr1	0	promoter
chr11	46737225	46738121	Timd4	35599	distal
chr11	46829770	46830780	Sgcd	0	distal
chr11	46829770	46830780	Timd4	128144	distal
chr11	46884748	46885729	Timd4	183122	distal
chr11	46884748	46885729	Sgcd	0	distal
chr11	46983863	46984914	Sgcd	0	distal
chr11	47000378	47001238	Sgcd	0	distal
chr11	47001374	47002265	Sgcd	0	distal
chr11	47040192	47041044	Sgcd	0	distal
chr11	47195332	47196223	Sgcd	74126	distal
chr11	47269655	47270682	Sgcd	0	promoter
chr11	47435739	47436532	Sgcd	33260	distal
chr11	47457522	47458335	Sgcd	11457	distal
chr11	47459107	47459995	Sgcd	9797	distal
chr11	47633424	47634324	Sgcd	-163633	distal
chr11	48665230	48666117	Rack1	-25070	distal
chr11	48678415	48679070	Rack1	-12117	distal
chr11	48679147	48679924	Rack1	-11263	distal
chr11	48680693	48681496	Rack1	-9691	distal
chr11	48681654	48682481	Rack1	-8706	distal
chr11	48690585	48691515	Rack1	0	promoter
chr11	48707564	48708504	Trim41	0	promoter
chr11	48709160	48709866	Trim41	-981	promoter
chr11	48716843	48717615	Trim7	0	promoter
chr11	48716843	48717615	Gm12184	0	promoter
chr11	48724803	48725558	Trim7	-2734	distal
chr11	48727751	48728576	Trim7	0	promoter
chr11	48728732	48729615	Trim7	441	distal
chr11	48731488	48732408	Trim7	3197	distal
chr11	48733806	48734612	Gm16170	0	distal
chr11	48733806	48734612	Trim7	5515	distal
chr11	48735015	48735764	Gm16170	0	distal
chr11	48735015	48735764	Trim7	6724	distal
chr11	48746980	48748004	Gm16170	-2661	distal
chr11	48760205	48761056	Irgm1	1145	distal
chr11	48761807	48762721	Irgm1	0	promoter
chr11	48778420	48779343	Gm5431	6196	distal
chr11	48789506	48790362	Gm5431	2617	distal
chr11	48792665	48793516	Gm5431	0	promoter
chr11	48882719	48883559	Tgtp1	0	promoter
chr11	48882719	48883559	Gm12185	0	promoter
chr11	48882719	48883559	Or2v1	0	distal
chr11	48884652	48885660	Or2v1	0	distal
chr11	48884652	48885660	Tgtp1	-1568	distal
chr11	48972398	48973307	Ifi47	-4559	distal
chr11	48972398	48973307	Or2v1	0	distal
chr11	48978725	48979591	Ifi47	0	promoter
chr11	48978725	48979591	Or2v1	0	distal
chr11	48979760	48980437	Ifi47	670	distal
chr11	48979760	48980437	Or2v1	0	distal
chr11	48980766	48981613	Ifi47	1676	distal
chr11	48980766	48981613	Or2v1	0	distal
chr11	48993899	48994762	Or2v2	9822	distal
chr11	48993899	48994762	Or2v1	0	distal
chr11	48999380	49000246	Or2v2	4338	distal
chr11	48999380	49000246	Or2v1	0	distal
chr11	49018918	49019819	Or2v1	-1152	distal
chr11	49044479	49045460	Or2o1	0	promoter
chr11	49059745	49060562	Btnl9	0	distal
chr11	49059745	49060562	Or2o1	8903	distal
chr11	49080364	49081213	Btnl9	-2379	distal
chr11	49093965	49094870	Gm57410	0	promoter
chr11	49093965	49094870	Zfp62	0	promoter
chr11	49104128	49105029	Zfp62	-347	promoter
chr11	49134483	49135391	Mgat1	0	promoter
chr11	49134483	49135391	Gm57328	0	promoter
chr11	49136048	49136778	Mgat1	976	distal
chr11	49141060	49141937	Mgat1	0	promoter
chr11	49149900	49150700	Mgat1	8562	distal
chr11	49151122	49151944	Mgat1	9784	distal
chr11	49152133	49152948	Mgat1	10795	distal
chr11	49157328	49158172	Or2y1g	-10959	distal
chr11	49158690	49159616	Or2y1g	-9515	distal
chr11	49162003	49162817	Or2y1g	-6314	distal
chr11	49168728	49169618	Or2y1g	0	promoter
chr11	49500395	49501307	Flt4	306	distal
chr11	49504037	49504837	Flt4	3948	distal
chr11	49522764	49523559	Flt4	22675	distal
chr11	49541268	49542171	Flt4	0	distal
chr11	49541268	49542171	Scgb3a1	-12266	distal
chr11	49543440	49544157	Flt4	0	distal
chr11	49543440	49544157	Scgb3a1	-10280	distal
chr11	49603174	49604003	Gm36411	0	promoter
chr11	49603174	49604003	Cnot6	0	promoter
chr11	49655108	49655948	Gfpt2	-29066	distal
chr11	49684643	49685399	Gfpt2	0	promoter
chr11	49685535	49686270	Gfpt2	522	distal
chr11	49715465	49716315	Gfpt2	0	distal
chr11	49715465	49716315	Mapk9	-21263	distal
chr11	49717157	49717901	Gfpt2	0	distal
chr11	49717157	49717901	Mapk9	-19677	distal
chr11	49731218	49732085	Mapk9	-5493	distal
chr11	49735537	49736293	Mapk9	-1285	distal
chr11	49737123	49738023	Mapk9	0	promoter
chr11	49739054	49740124	Mapk9	1475	distal
chr11	49760261	49761087	Mapk9	15178	distal
chr11	49762557	49763483	Mapk9	17474	distal
chr11	49791697	49792201	Rasgef1c	-461	promoter
chr11	49792314	49793018	Rasgef1c	0	promoter
chr11	49793930	49794979	Rasgef1c	943	distal
chr11	49846457	49847277	Rasgef1c	53470	distal
chr11	49851917	49852807	Rasgef1c	58930	distal
chr11	49871221	49872105	Rasgef1c	0	distal
chr11	49871221	49872105	Rnf130	-44068	distal
chr11	49876030	49876729	Rnf130	-39444	distal
chr11	49877191	49878017	Rnf130	-38156	distal
chr11	49888041	49888905	Rnf130	-27268	distal
chr11	49908723	49909509	Rnf130	-6664	distal
chr11	49915521	49916451	Rnf130	0	promoter
chr11	49927251	49928100	Rnf130	11077	distal
chr11	49933071	49933976	Rnf130	16897	distal
chr11	49941052	49941886	Rnf130	24878	distal
chr11	49999364	50000281	Rnf130	0	distal
chr11	49999364	50000281	Tbc1d9b	-21942	distal
chr11	50004917	50005854	Rnf130	0	distal
chr11	50004917	50005854	Tbc1d9b	-16369	distal
chr11	50021579	50022512	Tbc1d9b	0	promoter
chr11	50030192	50031096	Tbc1d9b	0	distal
chr11	50030192	50031096	Gm12195	-4362	distal
chr11	50048955	50049842	Mrnip	-15834	distal
chr11	50048955	50049842	Tbc1d9b	0	distal
chr11	50052168	50052971	Mrnip	-12705	distal
chr11	50052168	50052971	Tbc1d9b	0	distal
chr11	50065186	50066068	Mrnip	0	promoter
chr11	50066963	50067807	Mrnip	1288	distal
chr11	50069639	50070429	Mrnip	3964	distal
chr11	50075321	50076203	Mrnip	9646	distal
chr11	50080919	50081804	Mrnip	15244	distal
chr11	50100862	50101316	Sqstm1	276	distal
chr11	50101408	50101919	Sqstm1	0	promoter
chr11	50103570	50104497	Sqstm1	-1917	distal
chr11	50115712	50116553	Mgat4b	0	promoter
chr11	50127240	50128110	Gm26542	0	promoter
chr11	50127240	50128110	Ltc4s	0	distal
chr11	50156524	50157439	Maml1	25699	distal
chr11	50156524	50157439	Gm26542	0	distal
chr11	50176285	50177135	Maml1	6003	distal
chr11	50176285	50177135	Gm26542	0	distal
chr11	50182777	50183617	Maml1	0	promoter
chr11	50193922	50194816	Canx	0	distal
chr11	50193922	50194816	Maml1	-10785	distal
chr11	50216130	50217022	Gm46280	0	promoter
chr11	50216130	50217022	Canx	0	promoter
chr11	50226664	50227685	Gm46280	9958	distal
chr11	50245445	50246310	Cby3	-2278	distal
chr11	50249725	50250607	Cby3	1138	distal
chr11	50255211	50256039	Cby3	6624	distal
chr11	50261903	50262771	Hnrnph1	-5046	distal
chr11	50267980	50268864	Hnrnph1	0	promoter
chr11	50268993	50269620	Hnrnph1	398	distal
chr11	50293000	50293819	Hnrnph1	24405	distal
chr11	50293000	50293819	Rufy1	0	distal
chr11	50294203	50295001	Hnrnph1	25608	distal
chr11	50294203	50295001	Rufy1	0	distal
chr11	50312506	50313365	Rufy1	8587	distal
chr11	50316447	50317702	Rufy1	4250	distal
chr11	50321336	50322229	Rufy1	0	promoter
chr11	50335290	50336138	Rufy1	-13339	distal
chr11	50348087	50348936	Rufy1	-26136	distal
chr11	50449663	50450561	Adamts2	-42350	distal
chr11	50492370	50493251	Gm12198	0	distal
chr11	50492370	50493251	Adamts2	0	promoter
chr11	50493695	50494582	Gm12198	-421	promoter
chr11	50493695	50494582	Adamts2	0	distal
chr11	50519101	50520526	Adamts2	0	distal
chr11	50519101	50520526	Gm12198	-25827	distal
chr11	50525585	50526372	Adamts2	0	distal
chr11	50525585	50526372	Gm12198	-32311	distal
chr11	50630025	50630904	Adamts2	0	distal
chr11	50630025	50630904	Gm12200	-13655	distal
chr11	50632717	50633624	Adamts2	0	distal
chr11	50632717	50633624	Gm12200	-16347	distal
chr11	50638099	50639016	Adamts2	0	distal
chr11	50638099	50639016	Gm12200	-21729	distal
chr11	50657618	50658514	Adamts2	0	distal
chr11	50657618	50658514	Gm12200	-41248	distal
chr11	50659862	50660801	Gm12200	-43492	distal
chr11	50659862	50660801	Adamts2	0	distal
chr11	50718137	50719009	Zfp354c	0	promoter
chr11	50731896	50732750	Zfp879	0	promoter
chr11	50741732	50742567	Gm12660	0	distal
chr11	50741732	50742567	Grm6	0	promoter
chr11	50777971	50778988	Zfp454	0	promoter
chr11	50803812	50804664	Zfp2	-2176	distal
chr11	50806455	50807362	Zfp2	0	promoter
chr11	50821990	50822844	Zfp354b	0	promoter
chr11	50823421	50824362	Zfp354b	-962	promoter
chr11	50830460	50831386	4933414I15Rik	3206	distal
chr11	50917278	50918087	Or1x2	0	promoter
chr11	50919904	50920674	Or1x2	2074	distal
chr11	50920905	50921734	Or1x2	3075	distal
chr11	50949729	50950609	Zfp354a	0	promoter
chr11	50951617	50952497	Zfp354a	669	distal
chr11	50975260	50976123	9230009I02Rik	0	promoter
chr11	51087169	51087950	Platr20	23320	distal
chr11	51153534	51154334	BC049762	0	promoter
chr11	51153534	51154334	Clk4	0	promoter
chr11	51156060	51156846	Clk4	2048	distal
chr11	51180333	51181136	Col23a1	0	promoter
chr11	51198894	51199750	Col23a1	18148	distal
chr11	51229234	51230175	Col23a1	48488	distal
chr11	51231744	51232607	Col23a1	50998	distal
chr11	51332575	51333461	Col23a1	0	distal
chr11	51332575	51333461	Gm57387	142038	distal
chr11	51337576	51338428	Col23a1	0	distal
chr11	51337576	51338428	Gm57387	137071	distal
chr11	51430183	51431059	Col23a1	0	distal
chr11	51430183	51431059	Gm57387	44440	distal
chr11	51455594	51456447	Col23a1	0	distal
chr11	51455594	51456447	Gm57387	19052	distal
chr11	51473273	51474197	Col23a1	0	distal
chr11	51473273	51474197	Gm57387	1302	distal
chr11	51475070	51475996	Phykpl	0	promoter
chr11	51475070	51475996	Gm57387	0	promoter
chr11	51496464	51497229	Hnrnpab	445	distal
chr11	51497364	51498167	Hnrnpab	0	promoter
chr11	51506205	51507071	Nhp2	-3491	distal
chr11	51509975	51510883	Nhp2	0	promoter
chr11	51512341	51513239	Nhp2	1780	distal
chr11	51522726	51523631	Rmnd5b	3092	distal
chr11	51526283	51527118	Rmnd5b	0	promoter
chr11	51531410	51532263	Rmnd5b	-4688	distal
chr11	51537567	51538579	N4bp3	3090	distal
chr11	51541275	51542195	N4bp3	0	promoter
chr11	51541275	51542195	D930048N14Rik	0	promoter
chr11	51547661	51548527	D930048N14Rik	5879	distal
chr11	51549299	51550199	D930048N14Rik	7517	distal
chr11	51552496	51553382	D930048N14Rik	10714	distal
chr11	51555130	51555943	D930048N14Rik	13348	distal
chr11	51561269	51562362	0610009B22Rik	17118	distal
chr11	51572138	51573118	0610009B22Rik	6362	distal
chr11	51579214	51580103	0610009B22Rik	0	promoter
chr11	51628990	51629679	Sec24a	17359	distal
chr11	51646872	51647733	Sec24a	0	promoter
chr11	51654065	51654948	Sar1b	0	promoter
chr11	51658458	51659247	Sar1b	3945	distal
chr11	51676453	51677301	Sar1b	21940	distal
chr11	51695823	51696668	Sar1b	41310	distal
chr11	51697835	51698762	Sar1b	43322	distal
chr11	51714523	51715437	Jade2	32786	distal
chr11	51723048	51723928	Jade2	24295	distal
chr11	51746054	51746883	Jade2	1340	distal
chr11	51749334	51750226	Jade2	-855	promoter
chr11	51764896	51765805	Jade2	-16417	distal
chr11	51767572	51768476	Jade2	-19093	distal
chr11	51774283	51775164	Gm39822	-14629	distal
chr11	51806652	51807453	Gm39822	16860	distal
chr11	51827887	51828804	Cdkn2aipnl	-29684	distal
chr11	51833225	51833612	Cdkn2aipnl	-24876	distal
chr11	51858042	51858923	Cdkn2aipnl	0	promoter
chr11	51874198	51875114	Cdkn2aipnl	15711	distal
chr11	51891058	51891924	Ube2b	0	promoter
chr11	51891058	51891924	Gm12204	0	promoter
chr11	51894626	51895533	Cdkl3	0	promoter
chr11	51937062	51937853	Cdkl3	0	distal
chr11	51937062	51937853	Gm12205	-6765	distal
chr11	51937978	51938505	Cdkl3	0	distal
chr11	51937978	51938505	Gm12205	-7681	distal
chr11	51949586	51950377	Gm12205	-19289	distal
chr11	51949586	51950377	Cdkl3	0	distal
chr11	51964313	51965163	Cdkl3	0	distal
chr11	51964313	51965163	Gm57367	24231	distal
chr11	51970684	51971478	Cdkl3	0	distal
chr11	51970684	51971478	Gm57367	17916	distal
chr11	51989123	51989980	Ppp2ca	0	promoter
chr11	51989123	51989980	Gm57367	0	promoter
chr11	51996537	51997368	Ppp2ca	7030	distal
chr11	52012660	52013472	Ppp2ca	0	distal
chr11	52012660	52013472	Or2y8	22883	distal
chr11	52021191	52022016	Or2y8	14339	distal
chr11	52034238	52035091	Or2y8	1264	distal
chr11	52054432	52055202	ENSMUSG00000121382	3784	distal
chr11	52058508	52059294	ENSMUSG00000121382	0	promoter
chr11	52110907	52111790	Or2y6	-6094	distal
chr11	52114858	52115771	Skp1	-7065	distal
chr11	52122340	52123241	Skp1	0	promoter
chr11	52140101	52140961	Gm12207	15551	distal
chr11	52144478	52145346	Tcf7	0	distal
chr11	52144478	52145346	Gm12207	19928	distal
chr11	52147876	52148727	Tcf7	0	distal
chr11	52147876	52148727	A630014C17Rik	-18155	distal
chr11	52173768	52174636	A630014C17Rik	0	distal
chr11	52173768	52174636	Tcf7	0	promoter
chr11	52188001	52188959	Gm57351	-12740	distal
chr11	52204969	52205786	Gm57351	-29708	distal
chr11	52220706	52221431	Vdac1	-30256	distal
chr11	52223286	52224144	Vdac1	-27543	distal
chr11	52224454	52225197	Vdac1	-26490	distal
chr11	52236907	52237771	Vdac1	-13916	distal
chr11	52241543	52242412	Vdac1	-9275	distal
chr11	52249106	52249998	Vdac1	-1689	distal
chr11	52251490	52252175	Gm57370	0	promoter
chr11	52251490	52252175	Vdac1	0	promoter
chr11	52252286	52252818	Vdac1	0	distal
chr11	52252286	52252818	Gm57370	-450	promoter
chr11	52264801	52265699	Vdac1	0	promoter
chr11	52286900	52287772	9530068E07Rik	0	promoter
chr11	52293201	52294279	9530068E07Rik	5947	distal
chr11	52311627	52312455	9530068E07Rik	24373	distal
chr11	52337775	52338650	9530068E07Rik	50521	distal
chr11	52351000	52351817	9530068E07Rik	63746	distal
chr11	52383936	52384822	9530068E07Rik	96682	distal
chr11	52441949	52442939	9530068E07Rik	154695	distal
chr11	52448232	52449372	9530068E07Rik	160978	distal
chr11	52451985	52452921	9530068E07Rik	164731	distal
chr11	52638621	52639538	Fstl4	-15923	distal
chr11	52652238	52653232	Fstl4	-2229	distal
chr11	52655079	52655931	Fstl4	0	promoter
chr11	52922885	52923845	Fstl4	0	distal
chr11	52922885	52923845	Gm11186	87038	distal
chr11	52992266	52993171	Fstl4	0	distal
chr11	52992266	52993171	Gm11186	17712	distal
chr11	52994528	52995366	Fstl4	0	distal
chr11	52994528	52995366	Gm11186	15517	distal
chr11	53000356	53001315	Fstl4	0	distal
chr11	53000356	53001315	Gm11186	9568	distal
chr11	53011820	53012724	Gm11186	-938	promoter
chr11	53011820	53012724	Fstl4	0	distal
chr11	53190914	53191769	Hspa4	0	promoter
chr11	53199354	53200163	Hspa4	-8071	distal
chr11	53215039	53215931	Zcchc10	0	promoter
chr11	53222568	53223430	Zcchc10	7063	distal
chr11	53241117	53242049	Aff4	0	promoter
chr11	53276826	53277508	Aff4	35167	distal
chr11	53284362	53285172	Aff4	0	distal
chr11	53284362	53285172	Leap2	28825	distal
chr11	53313573	53314423	Leap2	0	promoter
chr11	53321432	53322335	Uqcrq	0	promoter
chr11	53334434	53335228	Gdf9	10309	distal
chr11	53339121	53340002	Gm10447	7935	distal
chr11	53347793	53348764	Shroom1	0	promoter
chr11	53347793	53348764	Gm10447	0	promoter
chr11	53352138	53353130	Shroom1	0	distal
chr11	53352138	53353130	Gm12212	1310	distal
chr11	53357139	53358008	Gm12212	-2700	distal
chr11	53357139	53358008	Shroom1	0	distal
chr11	53360466	53361373	Gm12212	-6027	distal
chr11	53370377	53371152	Sowaha	0	promoter
chr11	53374313	53375393	Sowaha	-3213	distal
chr11	53377765	53378592	Sowaha	-6665	distal
chr11	53410086	53411095	Septin8	0	promoter
chr11	53415809	53416815	Septin8	5056	distal
chr11	53442513	53443372	A430108G06Rik	14768	distal
chr11	53457790	53458691	Kif3a	0	promoter
chr11	53457790	53458691	A430108G06Rik	0	promoter
chr11	53518444	53519336	Il13	6193	distal
chr11	53597694	53598526	Rad50	0	promoter
chr11	53626130	53626957	Gm12214	-10686	distal
chr11	53627730	53628499	Gm12214	-12286	distal
chr11	53652388	53653197	Gm57339	-1416	distal
chr11	53653639	53654113	Gm57339	-500	promoter
chr11	53654237	53655078	Gm57339	0	promoter
chr11	53660535	53661311	Irf1	0	promoter
chr11	53685277	53686173	Gm12216	528	distal
chr11	53703836	53704716	Gm12216	-17136	distal
chr11	53709468	53710425	Gm12216	-22768	distal
chr11	53730211	53731123	Gm12216	9751	distal
chr11	53740353	53741301	Gm12216	0	promoter
chr11	53749717	53750601	Gm12216	0	promoter
chr11	53765364	53766138	Gm12216	-15283	distal
chr11	53765364	53766138	Slc22a5	0	distal
chr11	53779699	53780594	Slc22a5	1892	distal
chr11	53782220	53783135	Slc22a5	0	promoter
chr11	53783884	53784557	Slc22a5	-1399	distal
chr11	53789641	53790506	Slc22a5	-7156	distal
chr11	53794752	53795648	Slc22a5	-12267	distal
chr11	53809546	53810498	Slc22a5	-27061	distal
chr11	53813572	53814455	Slc22a5	-31087	distal
chr11	53816697	53817652	Slc22a5	-34212	distal
chr11	53819302	53820177	Slc22a5	-36817	distal
chr11	53821928	53822823	Slc22a5	-39443	distal
chr11	53848794	53849468	Slc22a21	21690	distal
chr11	53849634	53850458	Slc22a21	20700	distal
chr11	53870707	53871560	Slc22a21	0	promoter
chr11	53893072	53893655	Slc22a4	0	distal
chr11	53893072	53893655	Slc22a21	-21915	distal
chr11	53894793	53895674	Slc22a4	23242	distal
chr11	53897530	53898379	Slc22a4	20537	distal
chr11	53903527	53904379	Slc22a4	14537	distal
chr11	53912203	53913100	Slc22a4	5816	distal
chr11	53918747	53919459	Slc22a4	0	promoter
chr11	53931199	53932081	Slc22a4	-12284	distal
chr11	53941702	53942617	Pdlim4	17141	distal
chr11	53953337	53953982	Pdlim4	5776	distal
chr11	53959435	53960366	Pdlim4	0	promoter
chr11	53979522	53980425	P4ha2	-11325	distal
chr11	53983651	53984503	P4ha2	-7247	distal
chr11	53991366	53992277	P4ha2	0	promoter
chr11	53997254	53998162	P4ha2	5454	distal
chr11	54002523	54003134	P4ha2	10723	distal
chr11	54003471	54004351	P4ha2	11671	distal
chr11	54030475	54031369	P4ha2	38675	distal
chr11	54035511	54036386	P4ha2	43711	distal
chr11	54147460	54148436	Gm57329	-4150	distal
chr11	54266859	54267746	Meikin	5382	distal
chr11	54318803	54319735	Fnip1	-9290	distal
chr11	54328555	54329416	Fnip1	0	promoter
chr11	54413212	54414110	Rapgef6	0	promoter
chr11	54425592	54426463	Rapgef6	11821	distal
chr11	54564081	54565045	Rapgef6	46917	distal
chr11	54569755	54570614	Rapgef6	0	distal
chr11	54569755	54570614	Gm12227	-48889	distal
chr11	54574413	54575422	Rapgef6	0	distal
chr11	54574413	54575422	Gm12227	-44081	distal
chr11	54588196	54589070	Gm12227	-30433	distal
chr11	54588196	54589070	Rapgef6	0	distal
chr11	54593888	54594781	Gm12227	-24722	distal
chr11	54624209	54625167	Cdc42se2	0	distal
chr11	54624209	54625167	Gm12227	4707	distal
chr11	54678051	54678882	Cdc42se2	0	promoter
chr11	54744040	54744770	Lyrm7	0	distal
chr11	54744040	54744770	Gm57377	-6843	distal
chr11	54747616	54748521	Lyrm7	0	distal
chr11	54747616	54748521	Gm57377	-3092	distal
chr11	54751034	54751941	Gm57377	0	promoter
chr11	54751034	54751941	Lyrm7	0	promoter
chr11	54757013	54757763	Hint1	0	promoter
chr11	54771600	54772491	Hint1	14294	distal
chr11	54775354	54776344	Gpx3	-17254	distal
chr11	54782529	54783409	Gpx3	-10189	distal
chr11	54785162	54786027	Gpx3	-7571	distal
chr11	54788132	54789044	Gpx3	-4554	distal
chr11	54790265	54791152	Gpx3	-2446	distal
chr11	54793228	54794139	Gpx3	0	promoter
chr11	54796566	54797387	Gpx3	2969	distal
chr11	54811015	54811957	Tnip1	0	distal
chr11	54811015	54811957	Gpx3	17418	distal
chr11	54813103	54813996	Tnip1	0	distal
chr11	54813103	54813996	Gpx3	19506	distal
chr11	54818379	54819235	Gpx3	24782	distal
chr11	54818379	54819235	Tnip1	0	distal
chr11	54846432	54847342	Tnip1	0	promoter
chr11	54853411	54854257	Tnip1	0	promoter
chr11	54888782	54889706	Anxa6	34565	distal
chr11	54903306	54904164	Anxa6	20107	distal
chr11	54904527	54905353	Anxa6	18918	distal
chr11	54913775	54914736	Anxa6	9535	distal
chr11	54919129	54920078	Anxa6	4193	distal
chr11	54923832	54924733	Anxa6	0	promoter
chr11	54930184	54931097	Anxa6	-5914	distal
chr11	54937112	54938105	Anxa6	-12842	distal
chr11	54968161	54968936	Ccdc69	0	promoter
chr11	54977598	54978485	Ccdc69	-8642	distal
chr11	54986891	54987626	Gm2a	-1315	distal
chr11	54988276	54989187	Gm2a	0	promoter
chr11	54993831	54994720	Gm2a	4891	distal
chr11	54996000	54996890	Gm2a	7060	distal
chr11	55021573	55022485	Slc36a3os	-5349	distal
chr11	55049381	55050288	Slc36a2	0	distal
chr11	55049381	55050288	Slc36a3	-6848	distal
chr11	55094802	55095663	Slc36a1	0	promoter
chr11	55098765	55099700	Slc36a1	3564	distal
chr11	55106578	55107397	Slc36a1	1958	distal
chr11	55108037	55108919	Slc36a1	3417	distal
chr11	55131108	55131925	Slc36a1	26488	distal
chr11	55138526	55139381	Slc36a1	33906	distal
chr11	55144023	55144887	Slc36a1	39403	distal
chr11	55144023	55144887	Fat2	0	distal
chr11	55259128	55260014	Fat2	-31739	distal
chr11	55269005	55269818	Sparc	40906	distal
chr11	55276969	55277862	Sparc	32862	distal
chr11	55280444	55281282	Sparc	29442	distal
chr11	55296478	55297392	Sparc	13332	distal
chr11	55308645	55309530	Sparc	1194	distal
chr11	55310351	55311183	Sparc	0	promoter
chr11	55318858	55319757	Sparc	-4850	distal
chr11	55337195	55338083	Atox1	13982	distal
chr11	55351652	55352549	Atox1	0	promoter
chr11	55355550	55356521	Atox1	-3486	distal
chr11	55358531	55359300	G3bp1	-1211	distal
chr11	55359884	55360770	G3bp1	0	promoter
chr11	55388481	55389382	Gm12238	14950	distal
chr11	55388481	55389382	G3bp1	0	distal
chr11	55409256	55410348	Glra1	0	distal
chr11	55409256	55410348	Gm12236	3585	distal
chr11	55461735	55462735	Glra1	35824	distal
chr11	55498179	55499250	Glra1	0	promoter
chr11	55596713	55597562	Gm12239	-65352	distal
chr11	55602891	55603791	Gm12239	-59123	distal
chr11	55998442	55999350	Nmur2	-66607	distal
chr11	56196096	56196997			intergenic
chr11	56240247	56241145			intergenic
chr11	56297241	56298146			intergenic
chr11	56331724	56332628			intergenic
chr11	56494467	56495320			intergenic
chr11	56571571	56572483			intergenic
chr11	56860293	56861354	Gria1	-41282	distal
chr11	56864894	56865945	Gria1	-36691	distal
chr11	56877114	56878017	Gria1	-24619	distal
chr11	56909509	56910155	Gria1	5638	distal
chr11	56910390	56911098	Gria1	6519	distal
chr11	56942134	56943175	Gria1	38263	distal
chr11	57017659	57018561	Gria1	113788	distal
chr11	57322020	57322851	Fam114a2	86578	distal
chr11	57323112	57323919	Fam114a2	85510	distal
chr11	57358331	57359158	Fam114a2	50271	distal
chr11	57408963	57409872	Fam114a2	0	promoter
chr11	57408963	57409872	Mfap3	0	promoter
chr11	57477078	57478010	Gm12243	13741	distal
chr11	57508234	57509093	Galnt10	-27175	distal
chr11	57535703	57536585	Galnt10	0	promoter
chr11	57535703	57536585	4933424L21Rik	0	distal
chr11	57592133	57592944	Galnt10	0	distal
chr11	57592133	57592944	4933426K07Rik	-43482	distal
chr11	57599329	57600226	4933426K07Rik	-50678	distal
chr11	57599329	57600226	Galnt10	0	distal
chr11	57618002	57619004	4933426K07Rik	-69351	distal
chr11	57618002	57619004	Galnt10	0	distal
chr11	57623349	57623779	2010001A14Rik	68533	distal
chr11	57623349	57623779	Galnt10	0	distal
chr11	57637958	57638833	2010001A14Rik	53479	distal
chr11	57637958	57638833	Galnt10	0	distal
chr11	57657318	57657767	2010001A14Rik	34545	distal
chr11	57657318	57657767	Galnt10	0	distal
chr11	57657876	57658529	2010001A14Rik	33783	distal
chr11	57657876	57658529	Galnt10	0	distal
chr11	57669085	57670143	Galnt10	0	distal
chr11	57669085	57670143	2010001A14Rik	22169	distal
chr11	57690912	57691543	2010001A14Rik	769	distal
chr11	57692001	57692866	2010001A14Rik	0	promoter
chr11	57692001	57692866	Sap30l	0	promoter
chr11	57710560	57711470	Hand1	11503	distal
chr11	57824923	57825780	Gm57340	28750	distal
chr11	57853031	57853910	Gm57340	620	distal
chr11	57861401	57862205	Gm12249	1755	distal
chr11	57863629	57864529	Gm12249	0	promoter
chr11	57874598	57875497	Gm12249	-10639	distal
chr11	57883838	57884731	Larp1	-15159	distal
chr11	57889436	57890353	Larp1	-9537	distal
chr11	57899195	57900088	Larp1	0	promoter
chr11	57900500	57901205	Larp1	611	distal
chr11	57916611	57917399	Larp1	16722	distal
chr11	57950694	57951511	Larp1	0	distal
chr11	57950694	57951511	Gm12248	12231	distal
chr11	57988450	57989250	Gm57333	4390	distal
chr11	57994402	57995324	Cnot8	0	promoter
chr11	58016951	58017830	Gemin5	0	distal
chr11	58016951	58017830	Gm12246	58	promoter
chr11	58058873	58059767	Gemin5	0	promoter
chr11	58062040	58062932	Mrpl22	0	promoter
chr11	58070088	58070930	Mrpl22	7602	distal
chr11	58071360	58072279	Mrpl22	8874	distal
chr11	58089793	58090601	Irgm2	0	promoter
chr11	58089793	58090601	Igtp	0	promoter
chr11	58105219	58106110	Irgm2	0	promoter
chr11	58114897	58115658	Irgm2	9044	distal
chr11	58116226	58117100	Irgm2	10373	distal
chr11	58125362	58125742	Gm57344	4770	distal
chr11	58125850	58126506	Gm57344	4006	distal
chr11	58129824	58130725	Gm57344	0	promoter
chr11	58154939	58155790	4930438A08Rik	-9835	distal
chr11	58192905	58193762	Zfp692	-4133	distal
chr11	58197695	58198270	Zfp692	0	promoter
chr11	58198374	58198814	Zfp692	377	distal
chr11	58213692	58214592	Zfp672	0	promoter
