chrom	start	end	gene	distance	peak_type
chr12	53299104	53300102	AC073611.1	0	distal
chr12	53299104	53300102	PFDN5	0	distal
chr12	53321015	53321937	AAAS	0	promoter
chr12	53324468	53325241	AAAS	0	promoter
chr12	53325840	53326454	AAAS	-1083	distal
chr12	53335936	53336858	SP7	0	promoter
chr12	53344776	53345600	SP7	-8423	distal
chr12	53352341	53353247	SP7	-15988	distal
chr12	53365600	53366386	SP1	-13790	distal
chr12	53370914	53371831	SP1	-8345	distal
chr12	53379385	53380321	SP1	0	promoter
chr12	53380452	53380847	SP1	0	promoter
chr12	53381743	53382482	SP1	1105	distal
chr12	53417102	53417989	AMHR2	-5866	distal
chr12	53421259	53422156	AMHR2	-1699	distal
chr12	53441164	53442068	PRR13	0	promoter
chr12	53451679	53452428	PCBP2	0	promoter
chr12	53492711	53493616	MAP3K12	250	distal
chr12	53499120	53499847	MAP3K12	0	promoter
chr12	53500607	53501387	TARBP2	0	promoter
chr12	53500607	53501387	AC023509.3	0	promoter
chr12	53508309	53509205	NPFF	-672	promoter
chr12	53508309	53509205	ATF7	0	distal
chr12	53535438	53536360	ATF7	0	distal
chr12	53535438	53536360	AC023509.6	3687	distal
chr12	53543243	53544114	ATF7	0	distal
chr12	53543243	53544114	AC023509.6	11492	distal
chr12	53564007	53564915	ATF7	0	distal
chr12	53564007	53564915	AC023509.6	32256	distal
chr12	53575392	53576211	ATF7	0	distal
chr12	53575392	53576211	AC023509.6	43641	distal
chr12	53576583	53577422	ATF7	0	distal
chr12	53576583	53577422	AC023509.6	44832	distal
chr12	53579210	53580114	ATF7	45882	distal
chr12	53579210	53580114	AC023509.6	0	distal
chr12	53616807	53617709	ATF7	8287	distal
chr12	53616807	53617709	AC023509.6	0	distal
chr12	53625791	53626715	ATF7	0	promoter
chr12	53675664	53676579	ATP5MC2	0	promoter
chr12	53695132	53696012	ATP5MC2	-17725	distal
chr12	53701492	53702379	ATP5MC2	-24085	distal
chr12	53727177	53728077	CALCOCO1	0	promoter
chr12	53738350	53739218	AC076968.2	-393	promoter
chr12	53739437	53740232	AC076968.2	0	promoter
chr12	53743309	53744188	AC076968.2	3699	distal
chr12	53746349	53747246	AC076968.2	6739	distal
chr12	53746349	53747246	CISTR	0	distal
chr12	53751172	53752001	CISTR	0	distal
chr12	53751172	53752001	AC076968.2	0	distal
chr12	53751172	53752001	AC076968.1	-2357	distal
chr12	53756876	53757776	AC076968.1	0	distal
chr12	53756876	53757776	CISTR	0	promoter
chr12	53756876	53757776	AC076968.2	0	distal
chr12	53758200	53758905	AC076968.1	0	distal
chr12	53758200	53758905	CISTR	-974	promoter
chr12	53758200	53758905	AC076968.2	0	distal
chr12	53973110	53973926	HOTAIR	0	distal
chr12	53973110	53973926	HOXC11	0	promoter
chr12	53974205	53975064	HOXC11	0	distal
chr12	53974205	53975064	HOTAIR	0	promoter
chr12	53985741	53986641	HOXC10	0	distal
chr12	53985741	53986641	HOXC-AS3	-223	promoter
chr12	53995735	53996386	HOXC-AS2	0	distal
chr12	53995735	53996386	HOXC9	227	distal
chr12	54005743	54006611	HOXC8	-2374	distal
chr12	54008869	54009690	HOXC8	0	promoter
chr12	54017593	54018510	HOXC6	0	distal
chr12	54017593	54018510	HOXC4	663	distal
chr12	54046820	54047630	HOXC4	-6205	distal
chr12	54053517	54054333	HOXC4	0	promoter
chr12	54080923	54081739	AC023794.3	-981	promoter
chr12	54082263	54083121	AC023794.3	0	promoter
chr12	54090218	54091042	AC023794.3	7462	distal
chr12	54090218	54091042	FAM242C	0	distal
chr12	54125992	54126794	LINC02381	0	promoter
chr12	54172958	54173856	AC023794.5	-8507	distal
chr12	54188581	54189483	SMUG1	0	promoter
chr12	54191265	54192173	SMUG1	-2272	distal
chr12	54195675	54196437	SMUG1	-6682	distal
chr12	54201073	54201939	SMUG1	-12080	distal
chr12	54207501	54208411	SMUG1	-18508	distal
chr12	54214449	54215361	SMUG1	-25456	distal
chr12	54216678	54217523	SMUG1	-27685	distal
chr12	54219800	54220686	SMUG1	-30807	distal
chr12	54250697	54251310	CBX5	8235	distal
chr12	54251436	54252187	CBX5	7358	distal
chr12	54259233	54260086	CBX5	0	promoter
chr12	54280095	54280838	CBX5	0	promoter
chr12	54280095	54280838	HNRNPA1	0	promoter
chr12	54280095	54280838	AC078778.1	0	distal
chr12	54289312	54290173	NFE2	5585	distal
chr12	54289312	54290173	AC078778.1	0	distal
chr12	54294035	54294883	NFE2	875	distal
chr12	54294035	54294883	AC078778.1	0	distal
chr12	54297600	54298497	NFE2	-1841	distal
chr12	54297600	54298497	AC078778.1	0	distal
chr12	54300546	54301342	NFE2	0	promoter
chr12	54300546	54301342	AC078778.1	0	distal
chr12	54303950	54304840	AC078778.1	0	distal
chr12	54303950	54304840	NFE2	-2936	distal
chr12	54306960	54307780	NFE2	-5946	distal
chr12	54306960	54307780	AC078778.1	0	distal
chr12	54315248	54315997	COPZ1	-9132	distal
chr12	54315248	54315997	AC078778.1	0	distal
chr12	54324529	54325445	COPZ1	0	promoter
chr12	54324529	54325445	AC078778.1	0	distal
chr12	54328117	54328911	COPZ1	2534	distal
chr12	54328117	54328911	AC078778.1	0	distal
chr12	54336200	54337069	COPZ1	10617	distal
chr12	54336200	54337069	AC078778.1	0	distal
chr12	54351983	54352779	AC079313.2	-882	promoter
chr12	54358894	54359770	GPR84	4716	distal
chr12	54358894	54359770	AC079313.1	0	distal
chr12	54358894	54359770	AC079313.2	0	distal
chr12	54360657	54361432	GPR84	3054	distal
chr12	54360657	54361432	AC079313.1	0	distal
chr12	54360657	54361432	AC079313.2	0	distal
chr12	54364169	54365054	GPR84	0	promoter
chr12	54364169	54365054	AC079313.1	0	distal
chr12	54364169	54365054	AC079313.2	0	distal
chr12	54368375	54369284	GPR84	-3889	distal
chr12	54368375	54369284	AC079313.2	0	distal
chr12	54368375	54369284	AC079313.1	0	distal
chr12	54368375	54369284	ZNF385A	0	distal
chr12	54379379	54380209	ZNF385A	4464	distal
chr12	54379379	54380209	AC079313.1	0	distal
chr12	54379379	54380209	AC079313.2	0	distal
chr12	54382796	54383718	ZNF385A	955	distal
chr12	54382796	54383718	AC079313.1	0	distal
chr12	54382796	54383718	AC079313.2	0	distal
chr12	54384551	54385033	AC079313.1	0	distal
chr12	54384551	54385033	AC079313.2	0	distal
chr12	54384551	54385033	ZNF385A	0	promoter
chr12	54385126	54385528	AC079313.2	0	distal
chr12	54385126	54385528	AC079313.1	0	distal
chr12	54385126	54385528	ZNF385A	239	distal
chr12	54390929	54391804	AC079313.2	0	distal
chr12	54390929	54391804	AC079313.1	0	distal
chr12	54390929	54391804	ZNF385A	0	promoter
chr12	54393761	54394585	AC079313.2	0	distal
chr12	54393761	54394585	AC079313.1	0	distal
chr12	54393761	54394585	ZNF385A	-2464	distal
chr12	54399070	54399952	AC079313.2	0	distal
chr12	54399070	54399952	AC079313.1	0	distal
chr12	54399070	54399952	ZNF385A	-7773	distal
chr12	54399070	54399952	ITGA5	0	distal
chr12	54404183	54405050	ZNF385A	-12886	distal
chr12	54404183	54405050	ITGA5	0	distal
chr12	54404183	54405050	AC079313.1	0	distal
chr12	54404183	54405050	AC079313.2	0	distal
chr12	54407307	54408215	ITGA5	11051	distal
chr12	54407307	54408215	AC079313.1	0	distal
chr12	54407307	54408215	AC079313.2	0	distal
chr12	54411182	54412096	ITGA5	7170	distal
chr12	54411182	54412096	AC079313.1	0	distal
chr12	54411182	54412096	AC079313.2	0	distal
chr12	54413053	54413922	AC079313.1	0	distal
chr12	54413053	54413922	AC079313.2	0	distal
chr12	54413053	54413922	ITGA5	5344	distal
chr12	54418820	54419733	ITGA5	0	promoter
chr12	54418820	54419733	AC079313.1	0	distal
chr12	54418820	54419733	AC079313.2	0	distal
chr12	54422945	54423834	AC079313.1	0	distal
chr12	54422945	54423834	AC079313.2	3161	distal
chr12	54428583	54429409	LINC01154	281	distal
chr12	54428583	54429409	AC079313.1	0	distal
chr12	54428583	54429409	AC079313.2	0	distal
chr12	54432604	54433365	LINC01154	4302	distal
chr12	54432604	54433365	AC079313.2	0	distal
chr12	54432604	54433365	AC079313.1	0	distal
chr12	54439340	54440242	LINC01154	11038	distal
chr12	54439340	54440242	AC079313.1	0	distal
chr12	54439340	54440242	AC079313.2	0	distal
chr12	54462758	54463600	GTSF1	9027	distal
chr12	54462758	54463600	AC079313.1	0	distal
chr12	54462758	54463600	AC079313.2	0	distal
chr12	54473190	54474064	AC079313.2	0	distal
chr12	54473190	54474064	GTSF1	0	promoter
chr12	54497186	54498091	NCKAP1L	0	promoter
chr12	54497186	54498091	AC079313.2	0	distal
chr12	54498565	54499206	NCKAP1L	0	promoter
chr12	54502320	54503170	NCKAP1L	3537	distal
chr12	54504457	54505243	NCKAP1L	5674	distal
chr12	54526702	54527537	NCKAP1L	0	distal
chr12	54526702	54527537	AC068789.1	16568	distal
chr12	54549202	54549982	PDE1B	0	promoter
chr12	54560086	54560986	PDE1B	-471	promoter
chr12	54579462	54580359	PPP1R1A	8157	distal
chr12	54588175	54589076	PPP1R1A	0	promoter
chr12	54596345	54597182	PPP1R1A	-7687	distal
chr12	54602926	54603824	PPP1R1A	-14268	distal
chr12	54658354	54659587	DCD	-9862	distal
chr12	54701891	54702805	AC079310.1	18919	distal
chr12	54703932	54704852	AC079310.1	20960	distal
chr12	54708571	54709459	AC079310.1	25599	distal
chr12	54723413	54724305	AC079310.1	40441	distal
chr12	54725045	54725900	AC079310.1	42073	distal
chr12	54736143	54737116	AC079310.1	53171	distal
chr12	54740619	54741520	AC079310.1	57647	distal
chr12	54743221	54744092	AC079310.1	60249	distal
chr12	54748979	54749891	AC079310.1	66007	distal
chr12	54776977	54777892	MUCL1	-61477	distal
chr12	54853673	54854579	MUCL1	0	promoter
chr12	54857112	54858040	MUCL1	2530	distal
chr12	54862288	54862852	MUCL1	7706	distal
chr12	54881878	54882778	MUCL1	27296	distal
chr12	54933122	54933940	TESPA1	39743	distal
chr12	54935105	54935999	TESPA1	37684	distal
chr12	54957828	54958607	TESPA1	15076	distal
chr12	54967081	54967806	TESPA1	5877	distal
chr12	54968091	54968998	TESPA1	4685	distal
chr12	54980043	54980960	TESPA1	878	distal
chr12	54984494	54985307	TESPA1	0	promoter
chr12	54991149	54991954	TESPA1	-6388	distal
chr12	54992982	54993858	TESPA1	-8221	distal
chr12	55001042	55001933	AC027287.2	-7813	distal
chr12	55019543	55020443	NEUROD4	0	promoter
chr12	55043259	55044133	NEUROD4	23286	distal
chr12	55060292	55061180	NEUROD4	40319	distal
chr12	55068167	55069058	NEUROD4	48194	distal
chr12	55071799	55072654	NEUROD4	51826	distal
chr12	55072960	55073651	OR9K2	-52755	distal
chr12	55619380	55620271	OR10P1	-16589	distal
chr12	55628993	55629863	OR10P1	-6997	distal
chr12	55642141	55642986	OR10P1	5282	distal
chr12	55642141	55642986	AC009779.5	0	distal
chr12	55645943	55646851	OR10P1	9084	distal
chr12	55645943	55646851	AC009779.5	0	distal
chr12	55650530	55651452	AC009779.5	8343	distal
chr12	55656093	55657002	AC009779.5	2793	distal
chr12	55659551	55660423	AC009779.5	0	promoter
chr12	55666954	55667866	AC009779.5	-7160	distal
chr12	55673392	55674279	METTL7B	-7399	distal
chr12	55675362	55676093	METTL7B	-5585	distal
chr12	55676490	55677386	METTL7B	-4292	distal
chr12	55681107	55682034	METTL7B	0	promoter
chr12	55707484	55708320	ITGA7	0	promoter
chr12	55715814	55716682	BLOC1S1	0	promoter
chr12	55720671	55721595	RDH5	259	distal
chr12	55724342	55725201	RDH5	0	distal
chr12	55724342	55725201	CD63	1858	distal
chr12	55728758	55729638	AC009779.2	0	promoter
chr12	55728758	55729638	CD63	0	promoter
chr12	55729934	55730824	CD63	-228	promoter
chr12	55729934	55730824	AC009779.2	0	distal
chr12	55736900	55737655	GDF11	-5467	distal
chr12	55738249	55739183	GDF11	-3939	distal
chr12	55742835	55743709	GDF11	0	promoter
chr12	55817484	55818361	ORMDL2	0	promoter
chr12	55817484	55818361	SARNP	0	promoter
chr12	55829180	55830080	DNAJC14	0	promoter
chr12	55842456	55843338	MMP19	0	promoter
chr12	55847560	55848430	MMP19	-4611	distal
chr12	55926631	55927512	PYM1	0	promoter
chr12	55927691	55928497	PYM1	0	promoter
chr12	55929112	55929998	AC025162.2	0	promoter
chr12	55929112	55929998	PYM1	0	distal
chr12	55932133	55932842	PYM1	0	promoter
chr12	55932133	55932842	DGKA	0	distal
chr12	55935566	55936364	PYM1	-2949	distal
chr12	55935566	55936364	DGKA	0	distal
chr12	55939948	55940840	DGKA	0	distal
chr12	55939948	55940840	PYM1	-7331	distal
chr12	55955682	55956390	PMEL	9632	distal
chr12	55966348	55967234	CDK2	0	promoter
chr12	55966348	55967234	AC025162.1	0	distal
chr12	55966348	55967234	PMEL	0	promoter
chr12	55973387	55974309	RAB5B	0	promoter
chr12	55995831	55996537	RAB5B	0	distal
chr12	55995831	55996537	SUOX	-643	promoter
chr12	55996841	55997674	SUOX	0	promoter
chr12	56003340	56003976	SUOX	1843	distal
chr12	56007131	56008050	IKZF4	0	promoter
chr12	56020922	56021837	IKZF4	0	promoter
chr12	56029450	56030324	AC034102.3	0	distal
chr12	56029450	56030324	IKZF4	8135	distal
chr12	56041459	56042348	AC034102.3	0	promoter
chr12	56041459	56042348	RPS26	0	promoter
chr12	56046826	56047714	RPS26	4909	distal
chr12	56078900	56079601	ERBB3	-260	promoter
chr12	56079729	56080505	ERBB3	0	promoter
chr12	56103944	56104855	PA2G4	0	promoter
chr12	56103944	56104855	AC034102.4	0	distal
chr12	56116058	56116937	RPL41	0	promoter
chr12	56117791	56118674	ZC3H10	0	promoter
chr12	56117791	56118674	RPL41	0	distal
chr12	56119349	56120040	ZC3H10	0	distal
chr12	56119349	56120040	AC034102.6	0	distal
chr12	56119349	56120040	AC034102.7	0	promoter
chr12	56125948	56126805	ZC3H10	0	distal
chr12	56125948	56126805	ESYT1	-1251	distal
chr12	56125948	56126805	AC034102.6	0	distal
chr12	56127645	56128548	ESYT1	0	promoter
chr12	56127645	56128548	AC034102.6	0	distal
chr12	56129146	56129918	ESYT1	0	distal
chr12	56129146	56129918	AC034102.6	0	promoter
chr12	56138610	56139416	ESYT1	0	distal
chr12	56138610	56139416	AC034102.6	-8992	distal
chr12	56141730	56142620	ESYT1	0	distal
chr12	56141730	56142620	MYL6B	-9636	distal
chr12	56152038	56152861	AC034102.5	0	distal
chr12	56152038	56152861	MYL6B	0	promoter
chr12	56157810	56158650	MYL6B	0	distal
chr12	56157810	56158650	AC034102.5	0	promoter
chr12	56157810	56158650	MYL6	0	promoter
chr12	56160226	56161101	MYL6	1831	distal
chr12	56189138	56190029	SMARCC2	0	promoter
chr12	56189138	56190029	AC073896.4	0	distal
chr12	56192729	56193619	AC073896.4	-2446	distal
chr12	56207872	56208690	RNF41	13011	distal
chr12	56220332	56221009	RNF41	692	distal
chr12	56221560	56222447	RNF41	0	promoter
chr12	56223897	56224799	NABP2	0	promoter
chr12	56230246	56231170	SLC39A5	0	promoter
chr12	56257923	56258818	ANKRD52	0	promoter
chr12	56266589	56267519	COQ10A	0	promoter
chr12	56270780	56271605	COQ10A	0	distal
chr12	56270780	56271605	AC073896.5	-677	promoter
chr12	56288574	56289544	AC073896.2	-10532	distal
chr12	56288574	56289544	CS	0	distal
chr12	56299907	56300768	CS	0	promoter
chr12	56299907	56300768	AC073896.2	0	promoter
chr12	56302121	56303020	CS	-1731	distal
chr12	56302121	56303020	AC073896.2	0	distal
chr12	56315736	56316662	PAN2	0	distal
chr12	56315736	56316662	AC073896.2	0	distal
chr12	56315736	56316662	CNPY2	0	promoter
chr12	56320725	56321631	PAN2	0	distal
chr12	56320725	56321631	CNPY2	-4738	distal
chr12	56333610	56334494	PAN2	0	promoter
chr12	56336403	56337253	IL23A	-1631	distal
chr12	56338405	56339310	IL23A	0	promoter
chr12	56358504	56359159	STAT2	948	distal
chr12	56359846	56360756	STAT2	0	promoter
chr12	56359846	56360756	APOF	0	distal
chr12	56375464	56376363	APOF	-12608	distal
chr12	56424946	56425764	TIMELESS	0	distal
chr12	56424946	56425764	AC024884.2	-11757	distal
chr12	56448867	56449786	TIMELESS	0	promoter
chr12	56448867	56449786	MIP	0	distal
chr12	56464042	56464942	SPRYD4	-3636	distal
chr12	56468036	56468946	SPRYD4	0	promoter
chr12	56487962	56488786	GLS2	0	promoter
chr12	56513449	56514469	RBMS2	-7351	distal
chr12	56521215	56522068	RBMS2	0	promoter
chr12	56565368	56566275	RBMS2	2955	distal
chr12	56569905	56570813	RBMS2	7492	distal
chr12	56573075	56573969	RBMS2	10662	distal
chr12	56581532	56582359	RBMS2	19119	distal
chr12	56593890	56594738	RBMS2	31477	distal
chr12	56628635	56629495	BAZ2A	716	distal
chr12	56629893	56630787	BAZ2A	0	promoter
chr12	56632001	56632796	BAZ2A	-1791	distal
chr12	56634611	56635407	BAZ2A	959	distal
chr12	56636479	56637170	BAZ2A	-101	promoter
chr12	56645673	56646588	ATP5F1B	0	promoter
chr12	56676764	56677642	PTGES3	10520	distal
chr12	56683880	56684683	PTGES3	3479	distal
chr12	56687905	56688813	PTGES3	0	promoter
chr12	56698766	56699625	PTGES3	-10359	distal
chr12	56700375	56701296	PTGES3	-11968	distal
chr12	56705844	56706675	PTGES3	-17437	distal
chr12	56720583	56721507	NACA	3749	distal
chr12	56724944	56725836	NACA	0	promoter
chr12	56749060	56749922	HSD17B6	-2239	distal
chr12	56749060	56749922	PRIM1	0	distal
chr12	56751916	56752719	HSD17B6	0	promoter
chr12	56751916	56752719	PRIM1	0	promoter
chr12	56757179	56758083	HSD17B6	4727	distal
chr12	56766272	56767185	HSD17B6	2949	distal
chr12	56775487	56776334	HSD17B6	12164	distal
chr12	56931180	56932086	SDR9C7	2322	distal
chr12	56941217	56942110	SDR9C7	-6810	distal
chr12	56987243	56988131	AC026120.3	0	promoter
chr12	56998727	56999645	ZBTB39	0	distal
chr12	56998727	56999645	GPR182	1767	distal
chr12	57001166	57002056	ZBTB39	0	distal
chr12	57001166	57002056	GPR182	4206	distal
chr12	57006102	57006974	ZBTB39	0	promoter
chr12	57007912	57008797	ZBTB39	-1367	distal
chr12	57011231	57012129	TAC3	4391	distal
chr12	57030838	57031762	MYO1A	0	distal
chr12	57030838	57031762	TAC3	-1956	distal
chr12	57040600	57041526	MYO1A	8603	distal
chr12	57047104	57047926	MYO1A	2203	distal
chr12	57055575	57056503	NEMP1	0	distal
chr12	57055575	57056503	MYO1A	-4811	distal
chr12	57058075	57058910	MYO1A	-7311	distal
chr12	57058075	57058910	NEMP1	0	distal
chr12	57060679	57061598	MYO1A	-9915	distal
chr12	57060679	57061598	NEMP1	0	distal
chr12	57062355	57063129	NEMP1	0	distal
chr12	57062355	57063129	MYO1A	-11591	distal
chr12	57063748	57064626	MYO1A	-12984	distal
chr12	57063748	57064626	NEMP1	0	distal
chr12	57069224	57070125	NEMP1	8638	distal
chr12	57078459	57079350	NEMP1	0	promoter
chr12	57086879	57087762	NAB2	-1332	distal
chr12	57088396	57089310	NAB2	0	promoter
chr12	57093650	57094417	NAB2	4537	distal
chr12	57102026	57102888	STAT6	7418	distal
chr12	57110023	57110677	STAT6	0	promoter
chr12	57111023	57111787	STAT6	0	promoter
chr12	57111934	57112766	STAT6	-502	promoter
chr12	57118599	57119505	STAT6	-7167	distal
chr12	57124020	57124919	STAT6	0	distal
chr12	57124020	57124919	LRP1	-3564	distal
chr12	57127948	57128777	STAT6	0	distal
chr12	57127948	57128777	LRP1	0	promoter
chr12	57129558	57130479	LRP1	0	distal
chr12	57129558	57130479	STAT6	-459	promoter
chr12	57148511	57149361	LRP1-AS	-893	promoter
chr12	57148511	57149361	LRP1	0	distal
chr12	57157651	57158463	LRP1-AS	-10033	distal
chr12	57157651	57158463	LRP1	0	distal
chr12	57162316	57163229	LRP1-AS	-14698	distal
chr12	57162316	57163229	LRP1	0	distal
chr12	57175551	57176375	LRP1-AS	-27933	distal
chr12	57175551	57176375	LRP1	0	distal
chr12	57182711	57183603	NXPH4	-33191	distal
chr12	57182711	57183603	LRP1	0	distal
chr12	57213011	57213822	NXPH4	-2972	distal
chr12	57213011	57213822	LRP1	0	distal
chr12	57214153	57214958	NXPH4	-1836	distal
chr12	57216356	57217199	NXPH4	0	promoter
chr12	57224821	57225529	NXPH4	0	distal
chr12	57224821	57225529	SHMT2	-4182	distal
chr12	57229285	57230162	AC137834.2	0	distal
chr12	57229285	57230162	SHMT2	0	promoter
chr12	57234399	57235218	NDUFA4L2	1874	distal
chr12	57234399	57235218	SHMT2	0	distal
chr12	57238832	57239675	NDUFA4L2	1017	distal
chr12	57240216	57241073	NDUFA4L2	0	promoter
chr12	57242448	57243267	NDUFA4L2	-1757	distal
chr12	57243445	57244216	NDUFA4L2	-2754	distal
chr12	57243445	57244216	STAC3	0	distal
chr12	57248716	57249630	STAC3	1554	distal
chr12	57279946	57280813	STAC3	-28760	distal
chr12	57279946	57280813	R3HDM2	0	distal
chr12	57330736	57331622	R3HDM2	9860	distal
chr12	57339856	57340679	R3HDM2	803	distal
chr12	57430560	57431397	AC126614.1	0	promoter
chr12	57430560	57431397	R3HDM2	0	promoter
chr12	57452624	57453528	INHBE	-1779	distal
chr12	57455835	57456723	INHBE	529	distal
chr12	57458853	57459709	GLI1	-76	promoter
chr12	57458853	57459709	AC022506.2	0	distal
chr12	57462381	57463261	GLI1	0	distal
chr12	57462381	57463261	AC022506.2	0	promoter
chr12	57475930	57476783	ARHGAP9	1415	distal
chr12	57477660	57478559	ARHGAP9	0	promoter
chr12	57479445	57480356	ARHGAP9	0	promoter
chr12	57487544	57488439	ARHGAP9	0	distal
chr12	57487544	57488439	MARS	0	promoter
chr12	57520227	57521134	AC022506.1	0	promoter
chr12	57520227	57521134	DDIT3	0	promoter
chr12	57522293	57523135	MBD6	0	promoter
chr12	57546777	57547646	DCTN2	0	promoter
chr12	57549587	57550510	KIF5A	0	promoter
chr12	57583027	57583924	PIP4K2C	-7250	distal
chr12	57583027	57583924	KIF5A	0	distal
chr12	57590766	57591646	PIP4K2C	0	promoter
chr12	57604530	57605375	DTX3	0	promoter
chr12	57610931	57611813	ARHGEF25	0	promoter
chr12	57619290	57620138	SLC26A10	0	promoter
chr12	57620760	57621393	SLC26A10	851	distal
chr12	57621524	57622284	SLC26A10	1615	distal
chr12	57627304	57628224	B4GALNT1	4423	distal
chr12	57632736	57633590	B4GALNT1	0	promoter
chr12	57693522	57694420	AC025165.2	0	distal
chr12	57693522	57694420	OS9	0	promoter
chr12	57740775	57741616	AGAP2	541	distal
chr12	57741920	57742696	AGAP2	0	promoter
chr12	57744430	57745299	TSPAN31	0	promoter
chr12	57752055	57752959	CDK4	0	promoter
chr12	57754549	57755383	MARCH9	0	promoter
chr12	57759048	57759956	MARCH9	1562	distal
chr12	57764906	57765781	CYP27B1	1297	distal
chr12	57766429	57767290	CYP27B1	0	promoter
chr12	57771666	57772587	EEF1AKMT3	0	promoter
chr12	57771666	57772587	METTL1	0	promoter
chr12	57775411	57776267	EEF1AKMT3	2734	distal
chr12	57780984	57781696	EEF1AKMT3	0	distal
chr12	57780984	57781696	TSFM	-1065	distal
chr12	57782333	57783202	TSFM	0	promoter
chr12	57782333	57783202	EEF1AKMT3	0	distal
chr12	57803080	57803995	TSFM	0	distal
chr12	57803080	57803995	AVIL	0	distal
chr12	57803080	57803995	AC025165.5	0	promoter
chr12	57831134	57832113	CTDSP2	0	distal
chr12	57831134	57832113	AC083805.2	-4979	distal
chr12	57836451	57837314	CTDSP2	0	distal
chr12	57836451	57837314	AC083805.2	0	promoter
chr12	57838763	57839457	CTDSP2	0	distal
chr12	57838763	57839457	AC083805.2	1672	distal
chr12	57844379	57845029	CTDSP2	505	distal
chr12	57846567	57847413	CTDSP2	0	promoter
chr12	57850736	57851487	CTDSP2	-4008	distal
chr12	57864920	57865845	AC083805.1	7025	distal
chr12	57888245	57889120	AC083805.1	0	distal
chr12	57888245	57889120	AC083805.3	-5112	distal
chr12	57896353	57897233	AC083805.1	0	promoter
chr12	57896353	57897233	AC083805.3	0	distal
chr12	57898892	57899780	AC083805.1	-2411	distal
chr12	57905068	57905956	AC083805.1	-8587	distal
chr12	57935698	57936607	GIHCG	0	promoter
chr12	57941033	57941922	ATP23	0	promoter
chr12	57984535	57985368	ATP23	42969	distal
chr12	58919962	58920853	LRIG3	0	promoter
chr12	58919962	58920853	AC068305.2	0	promoter
chr12	59382644	59383488	AC108721.2	0	distal
chr12	59382644	59383488	AC108721.1	27683	distal
chr12	59472008	59472862	LINC02448	51322	distal
chr12	59491594	59492463	LINC02448	31721	distal
chr12	59578045	59579049	SLC16A7	-16980	distal
chr12	59595715	59596366	SLC16A7	0	promoter
chr12	59597359	59598031	SLC16A7	301	distal
chr12	59620080	59621015	SLC16A7	23022	distal
chr12	59698306	59699068	SLC16A7	8970	distal
chr12	59699457	59700327	SLC16A7	10121	distal
chr12	61870715	61871567	TAFA2	-43483	distal
chr12	61993474	61994355	TAFA2	0	distal
chr12	61993474	61994355	AC078789.1	151288	distal
chr12	62003155	62004050	AC078789.1	141593	distal
chr12	62003155	62004050	TAFA2	0	distal
chr12	62048812	62049709	TAFA2	0	distal
chr12	62048812	62049709	AC078789.1	95934	distal
chr12	62075648	62076533	TAFA2	0	distal
chr12	62075648	62076533	AC078789.1	69110	distal
chr12	62106587	62107504	TAFA2	0	distal
chr12	62106587	62107504	AC078789.1	38139	distal
chr12	62146127	62146975	TAFA2	0	distal
chr12	62146127	62146975	AC078789.1	-485	promoter
chr12	62158688	62159513	TAFA2	0	distal
chr12	62158688	62159513	AC078789.1	-13046	distal
chr12	62192279	62193120	TAFA2	0	promoter
chr12	62195852	62196776	TAFA2	-3011	distal
chr12	62209941	62210748	TAFA2	-17100	distal
chr12	62211245	62212174	TAFA2	-18404	distal
chr12	62215293	62216165	TAFA2	-22452	distal
chr12	62251021	62251842	TAFA2	6981	distal
chr12	62259789	62260675	USP15	0	promoter
chr12	62264472	62265351	USP15	4069	distal
chr12	62267196	62268067	USP15	6793	distal
chr12	62292233	62293156	USP15	31830	distal
chr12	62318696	62319561	USP15	58293	distal
chr12	62434154	62434994	MON2	-31823	distal
chr12	62435321	62436209	MON2	-30608	distal
chr12	62437869	62438747	MON2	-28070	distal
chr12	62466343	62467240	MON2	0	promoter
chr12	62516682	62517553	MON2	0	distal
chr12	62516682	62517553	AC079035.1	-31751	distal
chr12	62581483	62582324	MON2	0	distal
chr12	62581483	62582324	AC048341.1	-20428	distal
chr12	62602643	62603575	LINC01465	0	distal
chr12	62602643	62603575	AC048341.1	0	promoter
chr12	62624928	62625957	AC048341.2	21020	distal
chr12	62631654	62632587	AC048341.2	27746	distal
chr12	62709705	62710568	AC048341.2	105797	distal
chr12	62709705	62710568	PPM1H	0	distal
chr12	62728497	62729383	AC048341.2	124589	distal
chr12	62728497	62729383	PPM1H	0	distal
chr12	62732651	62733517	PPM1H	0	distal
chr12	62732651	62733517	AC048341.2	128743	distal
chr12	62744347	62745114	PPM1H	0	distal
chr12	62744347	62745114	AC048341.2	140439	distal
chr12	62745231	62745866	AC048341.2	141323	distal
chr12	62745231	62745866	PPM1H	0	distal
chr12	62774612	62775434	PPM1H	159716	distal
chr12	62785742	62786663	PPM1H	148487	distal
chr12	62793667	62794567	PPM1H	140583	distal
chr12	62812900	62813766	PPM1H	121384	distal
chr12	62898364	62899208	PPM1H	35942	distal
chr12	62913944	62914803	PPM1H	20347	distal
chr12	62934539	62935362	PPM1H	0	promoter
chr12	63151591	63152576	AVPR1A	-650	promoter
chr12	63668235	63669063	AC084357.2	0	distal
chr12	63668235	63669063	DPY19L2	0	promoter
chr12	63777140	63777982	RXYLT1	-1927	distal
